NOMBRE_PROYECTO,ETAPA,FEC_OPCION,FECHA_DESISTIMIENTO,Entidad Financiera compra,MEDIO,VLR_VIVIENDA,PERIODO,PERIODO_AFILIADO,SEGMENTO_POBLACIONAL,CATEGORIA,RANGO_EDAD,NO_GRUPO_FAMILAR,NO_BENEFICIARIOS_CUOTA_MONETARIA,PIRAMIDE_NUEVA,EMPRESA_FOCO
Los Nogales,2,2/19/2024,Si,Banco,Sin Informacion,"5,710,428,900,000",2024-2,,PI,CHI,,,,XI,
Agrupacion De Vivienda Bosque De Arrayan,ETAPA 4,6/15/2025,No,Banco,Banderas y/o señalización,"1,915,034,550,000",2025-6,,PI,CHI,,,,XI,
ARAUCARIA,ETAPA 1,12/27/2025,No,Banco,Banderas y/o señalización,"9,650,000,000,000",2025-12,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,5/19/2026,No,Banco,Banderas y/o señalización,"1,793,000,000,000",2026-5,,PI,CHI,,,,XI,
Agrupación De Vivienda La Macarena,ETAPA 3,6/29/2025,No,Banco,Banderas y/o señalización,"1,473,322,500,000",2025-6,,PI,CHI,,,,XI,
INARI,1,5/31/2025,Si,Colsubsidio,Sin Informacion,"2,506,000,000,000",2025-5,,PI,CHI,,,,XI,
VILLA FIORITA,ETAPA 1,11/29/2024,No,Banco,Banderas y/o señalización,"1,975,106,250,000",2024-11,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,10/29/2025,No,Banco,Banderas y/o señalización,"1,618,000,000,000",2025-10,,PI,CHI,,,,XI,
Los Nogales,ETAPA 1,2/19/2024,No,Contado,Valla ,"5,709,910,000,000",2024-2,,PI,CHI,,,,XI,
Agrupación De Vivienda La Macarena,ETAPA 3,1/24/2024,No,Banco,Banderas y/o señalización,"1,400,724,000,000",2024-1,,PI,CHI,,,,XI,
Agrupación De Vivienda La Macarena,ETAPA 1,7/25/2024,No,Banco,Referido,"1,443,000,000,000",2024-7,,PI,CHI,,,,XI,
Los Nogales,ETAPA 2,8/30/2024,No,Banco,Ferias empresariales,"5,882,765,200,000",2024-8,,PI,CHI,,,,XI,
VILLA FIORITA,ETAPA 2,3/15/2024,No,Banco,Valla ,"1,950,000,000,000",2024-3,,PI,CHI,,,,XI,
VILLA MERCEDES EL DORADO,ETAPA 1,7/15/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-7,,PI,CHI,,,,XI,
Los Nogales,1,2/11/2024,Si,Contado,Sin Informacion,"5,711,824,390,000",2024-2,,PI,CHI,,,,XI,
Proyecto Karakalí,ETAPA 1,8/14/2024,No,Banco,Ferias empresariales,"2,451,267,000,000",2024-8,,PI,CHI,,,,XI,
Agrupacion De Vivienda Reserva De Guayacan,ETAPA 1,7/10/2026,No,Banco,Banderas y/o señalización,"2,395,000,000,000",2026-7,,PI,CHI,,,,XI,
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,ETAPA 2,10/12/2025,No,Colsubsidio,Banderas y/o señalización,"2,807,000,000,000",2025-10,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,3/14/2026,No,Banco,Banderas y/o señalización,"1,793,000,000,000",2026-3,,PI,CHI,,,,XI,
La Arboleda,ETAPA 3,6/19/2025,No,Banco,Banderas y/o señalización,"2,412,130,000,000",2025-6,,PI,CHI,,,,XI,
Agrupación De Vivienda Pamplona I,ETAPA 4,1/30/2025,No,Banco,Banderas y/o señalización,"2,361,000,000,000",2025-1,,PI,CHI,,,,XI,
Agrupacion De Vivienda Bosque De Arrayan,,10/31/2024,Si,Colsubsidio,Sin Informacion,"1,725,282,000,000",2024-10,,PI,CHI,,,,XI,
Agrupacion De Vivienda Reserva De Guayacan,,5/10/2025,Si,Banco,Sin Informacion,"2,340,000,000,000",2025-5,,PI,CHI,,,,XI,
Versalles,ETAPA 2,9/30/2025,No,Colsubsidio,Banderas y/o señalización,"2,312,000,000,000",2025-9,,PI,CHI,,,,XI,
Proyecto Karakalí,ETAPA 1,6/15/2025,No,Banco,Ferias empresariales,"2,451,267,000,000",2025-6,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,11/8/2025,No,Banco,Banderas y/o señalización,"1,618,000,000,000",2025-11,,PI,CHI,,,,XI,
Proyecto Karakalí,ETAPA 1,6/26/2025,No,Banco,Banderas y/o señalización,"2,451,267,000,000",2025-6,,PI,CHI,,,,XI,
VILLA MERCEDES EL DORADO,ETAPA 1,4/17/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-4,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,11/4/2025,No,Banco,Banderas y/o señalización,"1,618,000,000,000",2025-11,,PI,CHI,,,,XI,
Versalles,ETAPA 1,2/9/2025,No,Banco,Banderas y/o señalización,"2,110,000,000,000",2025-2,,PI,CHI,,,,XI,
Proyecto Karakalí,ETAPA 1,7/6/2025,No,Banco,Activación,"2,363,721,750,000",2025-7,,PI,CHI,,,,XI,
Los Nogales,ETAPA 1,4/19/2026,No,Contado,Banderas y/o señalización,"6,806,390,000,000",2026-4,,PI,CHI,,,,XI,
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,ETAPA 1,8/26/2025,No,Banco,Contact Center,"2,311,190,000,000",2025-8,,PI,CHI,,,,XI,
Los Nogales,ETAPA 2,1/10/2025,No,Contado,Valla ,"5,788,680,000,000",2025-1,,PI,CHI,,,,XI,
Los Nogales,ETAPA 1,4/30/2025,No,Contado,Whatsapp,"5,674,620,000,000",2025-4,,PI,CHI,,,,XI,
CONJUNTO RESIDENCIAL VIBO ONCE,ETAPA 1,2/13/2026,No,Banco,Banderas y/o señalización,"2,813,000,000,000",2026-2,,PI,CHI,,,,XI,
Agrupación De Vivienda Pamplona I,ETAPA 3,11/2/2025,No,Banco,Banderas y/o señalización,"2,217,000,000,000",2025-11,,PI,CHI,,,,XI,
La Arboleda,ETAPA 3,1/25/2026,No,Banco,Banderas y/o señalización,"2,233,450,000,000",2026-1,,PI,CHI,,,,XI,
VILLA FIORITA,,7/19/2025,Si,Banco,Sin Informacion,"2,135,250,000,000",2025-7,,PI,CHI,,,,XI,
RESERVA DEL NOGAL,UNICA,9/1/2024,No,Contado,Redes Sociales,"1,700,000,000,000",2024-9,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,4/30/2026,No,Banco,Banderas y/o señalización,"1,793,000,000,000",2026-4,,PI,CHI,,,,XI,
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,2/16/2025,No,Banco,Página web ,"2,550,000,000,000",2025-2,,PI,CHI,,,,XI,
Agrupación De Vivienda Monguí,ETAPA 2,8/23/2025,No,Banco,Banderas y/o señalización,"1,992,900,000,000",2025-8,,PI,CHI,,,,XI,
Agrupación De Vivienda La Macarena,ETAPA 3,3/26/2025,No,Banco,Ferias empresariales,"1,618,519,500,000",2025-3,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,9/25/2025,No,Banco,Valla ,"1,618,000,000,000",2025-9,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,12/30/2025,No,Colsubsidio,Banderas y/o señalización,"1,793,000,000,000",2025-12,,PI,CHI,,,,XI,
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,6/15/2025,No,Banco,Ferias empresariales,"2,550,000,000,000",2025-6,,PI,CHI,,,,XI,
Agrupación De Vivienda Monguí,ETAPA 1,3/27/2025,No,Banco,Banderas y/o señalización,"1,924,572,000,000",2025-3,,PI,CHI,,,,XI,
Los Nogales,ETAPA 1,2/10/2024,No,Banco,Ferias empresariales,"5,701,060,000,000",2024-2,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,12/26/2025,No,Banco,Banderas y/o señalización,"1,793,000,000,000",2025-12,,PI,CHI,,,,XI,
CONJUNTO RESIDENCIAL VIBO ONCE,ETAPA 1,4/22/2026,No,Banco,Banderas y/o señalización,"2,813,000,000,000",2026-4,,PI,CHI,,,,XI,
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,9/24/2025,No,Banco,Redes Sociales,"2,550,000,000,000",2025-9,,PI,CHI,,,,XI,
La Arboleda,ETAPA 2,6/28/2024,No,Banco,Banderas y/o señalización,"1,963,006,500,000",2024-6,,PI,CHI,,,,XI,
Agrupación De Vivienda Monguí,ETAPA 2,1/24/2024,No,Banco,Referido,"1,776,528,000,000",2024-1,,PI,CHI,,,,XI,
ARAUCARIA,ETAPA 1,12/28/2025,No,Colsubsidio,Banderas y/o señalización,"6,167,000,000,000",2025-12,,PI,CHI,,,,XI,
INARI,1,5/29/2025,Si,Colsubsidio,Sin Informacion,"2,549,000,000,000",2025-5,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,11/24/2025,No,Banco,Banderas y/o señalización,"1,618,000,000,000",2025-11,,PI,CHI,,,,XI,
Los Nogales,ETAPA 1,2/10/2024,No,Banco,Activación,"5,189,630,000,000",2024-2,,PI,CHI,,,,XI,
Versalles,ETAPA 1,3/31/2026,No,Banco,Banderas y/o señalización,"2,171,000,000,000",2026-3,,PI,CHI,,,,XI,
Los Nogales,1,2/11/2024,Si,Colsubsidio,Sin Informacion,"5,417,087,170,000",2024-2,,PI,CHI,,,,XI,
Agrupacion De Vivienda Payande,ETAPA 3,5/17/2024,No,Banco,Banderas y/o señalización,"1,755,000,000,000",2024-5,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,3/4/2026,No,Banco,Banderas y/o señalización,"1,793,000,000,000",2026-3,,PI,CHI,,,,XI,
ARAUCARIA,ETAPA 2,7/14/2026,No,Contado,Banderas y/o señalización,"7,686,000,000,000",2026-7,,PI,CHI,,,,XI,
Agrupación De Vivienda La Macarena,3,2/7/2024,Si,Banco,Sin Informacion,"1,397,877,000,000",2024-2,,PI,CHI,,,,XI,
INARI,1,12/20/2024,Si,Banco,Sin Informacion,"2,808,000,000,000",2024-12,,PI,CHI,,,,XI,
Agrupación De Vivienda La Macarena,ETAPA 2,9/27/2024,No,Banco,Referido,"1,379,371,500,000",2024-9,,PI,CHI,,,,XI,
Versalles,ETAPA 2,8/1/2025,No,Banco,Banderas y/o señalización,"2,312,000,000,000",2025-8,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,10/16/2025,No,Banco,Valla ,"1,618,000,000,000",2025-10,,PI,CHI,,,,XI,
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,ETAPA 1,12/3/2025,No,Banco,Banderas y/o señalización,"2,311,000,000,000",2025-12,,PI,CHI,,,,XI,
INARI,ETAPA 1,4/26/2026,No,Colsubsidio,Activación,"2,808,000,000,000",2026-4,,PI,CHI,,,,XI,
Agrupacion De Vivienda Fuentevida,ETAPA 2,11/29/2024,No,Banco,Referido Alcaldía,"1,170,000,000,000",2024-11,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,12/11/2025,No,Banco,Banderas y/o señalización,"1,793,000,000,000",2025-12,,PI,CHI,,,,XI,
Agrupación De Vivienda La Macarena,3,3/16/2025,Si,Colsubsidio,Sin Informacion,"1,610,815,000,000",2025-3,,PI,CHI,,,,XI,
Agrupacion De Vivienda Fuentevida,ETAPA 1,1/20/2024,No,Banco,Referido Alcaldía,"1,170,000,000,000",2024-1,,PI,CHI,,,,XI,
Agrupación De Vivienda La Macarena,ETAPA 3,2/4/2024,No,Banco,Referido,"1,493,700,000,000",2024-2,,PI,CHI,,,,XI,
La Arboleda,ETAPA 2,3/12/2024,No,Banco,Banderas y/o señalización,"1,834,891,500,000",2024-3,,PI,CHI,,,,XI,
INARI,ETAPA 1,8/27/2024,No,Banco,Banderas y/o señalización,"2,808,000,000,000",2024-8,,PI,CHI,,,,XI,
Agrupación De Vivienda Monguí,,6/14/2025,Si,Banco,Sin Informacion,"1,750,905,000,000",2025-6,,PI,CHI,,,,XI,
La Arboleda,,6/15/2025,Si,Banco,Sin Informacion,"1,799,304,000,000",2025-6,,PI,CHI,,,,XI,
La Arboleda,ETAPA 2,6/30/2025,No,Banco,Banderas y/o señalización,"1,824,927,000,000",2025-6,,PI,CHI,,,,XI,
INARI,ETAPA 1,6/6/2025,No,Colsubsidio,Ferias empresariales,"2,808,000,000,000",2025-6,,PI,CHI,,,,XI,
Los Nogales,ETAPA 2,11/18/2024,No,Banco,Whatsapp,"5,837,880,000,000",2024-11,,PI,CHI,,,,XI,
INARI,ETAPA 1,8/24/2025,No,Colsubsidio,Activación,"2,506,000,000,000",2025-8,,PI,CHI,,,,XI,
Los Nogales,ETAPA 1,2/10/2024,No,Banco,Ferias empresariales,"5,343,990,800,000",2024-2,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,2/5/2026,No,Banco,Banderas y/o señalización,"1,618,000,000,000",2026-2,,PI,CHI,,,,XI,
Proyecto Karakalí,ETAPA 1,12/30/2024,No,Banco,Redes Sociales,"2,451,267,000,000",2024-12,,PI,CHI,,,,XI,
Proyecto Karakalí,ETAPA 1,6/30/2024,No,Banco,Ferias empresariales,"2,616,000,000,000",2024-6,,PI,CHI,,,,XI,
Conjunto Residencial Campo Alegre El Dorado,ETAPA 2,9/11/2025,No,Colsubsidio,Referido Alcaldía,"1,184,494,350,000",2025-9,,PI,CHI,,,,XI,
Agrupación De Vivienda Pamplona I,ETAPA 4,3/31/2025,No,Colsubsidio,Banderas y/o señalización,"2,361,000,000,000",2025-3,,PI,CHI,,,,XI,
INARI,1,5/8/2024,Si,Banco,Sin Informacion,"2,808,000,000,000",2024-5,,PI,CHI,,,,XI,
VILLA FIORITA,ETAPA 3,8/23/2024,No,Banco,Banderas y/o señalización,"2,135,250,000,000",2024-8,,PI,CHI,,,,XI,
Agrupacion De Vivienda Fuentevida,,3/26/2025,Si,Banco,Sin Informacion,"1,281,150,000,000",2025-3,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,10/1/2025,No,Banco,Valla ,"1,618,000,000,000",2025-10,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,10/2/2025,No,Banco,Valla ,"1,618,000,000,000",2025-10,,PI,CHI,,,,XI,
Agrupacion De Vivienda Reserva De Guayacan,ETAPA 1,7/10/2026,No,Banco,Banderas y/o señalización,"2,395,000,000,000",2026-7,,PI,CHI,,,,XI,
INARI,1,6/21/2024,Si,Banco,Sin Informacion,"2,808,000,000,000",2024-6,,PI,CHI,,,,XI,
VILLA FIORITA,ETAPA 1,3/6/2025,No,Banco,Whatsapp,"2,135,250,000,000",2025-3,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,5/13/2026,No,Banco,Banderas y/o señalización,"1,793,000,000,000",2026-5,,PI,CHI,,,,XI,
La Arboleda,ETAPA 1,9/30/2025,No,Banco,Banderas y/o señalización,"1,645,566,000,000",2025-9,,PI,CHI,,,,XI,
Agrupación De Vivienda Monguí,ETAPA 2,4/5/2024,No,Banco,Contact Center,"1,897,525,500,000",2024-4,,PI,CHI,,,,XI,
Agrupacion De Vivienda Fuentevida,ETAPA 2,11/22/2024,No,Banco,Referido Alcaldía,"1,208,551,500,000",2024-11,,PI,CHI,,,,XI,
ARAUCARIA,ETAPA 1,1/6/2026,No,Banco,Banderas y/o señalización,"5,868,000,000,000",2026-1,,PI,CHI,,,,XI,
Agrupación De Vivienda Pamplona I,ETAPA 4,5/30/2026,No,Banco,Banderas y/o señalización,"2,515,000,000,000",2026-5,,PI,CHI,,,,XI,
ARAUCARIA,ETAPA 1,1/3/2026,No,Banco,Banderas y/o señalización,"6,152,000,000,000",2026-1,,PI,CHI,,,,XI,
Agrupacion De Vivienda Fuentevida,ETAPA 2,11/25/2024,No,Banco,Referido Alcaldía,"1,208,551,500,000",2024-11,,PI,CHI,,,,XI,
Agrupación De Vivienda Pamplona I,ETAPA 3,8/6/2025,No,Banco,Banderas y/o señalización,"2,217,000,000,000",2025-8,,PI,CHI,,,,XI,
Agrupación De Vivienda Pamplona I,ETAPA 2,3/3/2025,No,Banco,Banderas y/o señalización,"2,095,000,000,000",2025-3,,PI,CHI,,,,XI,
Agrupación De Vivienda Monguí,ETAPA 2,11/3/2025,No,Banco,Página web ,"1,879,020,000,000",2025-11,,PI,CHI,,,,XI,
INARI,1,9/13/2024,Si,Banco,Sin Informacion,"2,506,000,000,000",2024-9,,PI,CHI,,,,XI,
Agrupacion De Vivienda Payande,ETAPA 3,9/25/2024,No,Banco,Referido,"1,793,610,000,000",2024-9,,PI,CHI,,,,XI,
Agrupacion De Vivienda Fuentevida,ETAPA 2,10/27/2025,No,Contado,Banderas y/o señalización,"1,281,150,000,000",2025-10,,PI,CHI,,,,XI,
ARAUCARIA,ETAPA 1,4/7/2026,No,Banco,Banderas y/o señalización,"5,920,000,000,000",2026-4,,PI,CHI,,,,XI,
Los Nogales,1,2/9/2024,Si,Contado,Sin Informacion,"6,942,740,000,000",2024-2,,PI,CHI,,,,XI,
ARAUCARIA,ETAPA 1,1/5/2026,No,Banco,Banderas y/o señalización,"5,808,000,000,000",2026-1,,PI,CHI,,,,XI,
Agrupación De Vivienda La Macarena,ETAPA 1,5/3/2026,No,Banco,Banderas y/o señalización,"1,532,024,000,000",2026-5,,PI,CHI,,,,XI,
VILLA FIORITA,ETAPA 3,8/23/2024,No,Banco,Valla ,"2,135,250,000,000",2024-8,,PI,CHI,,,,XI,
La Arboleda,ETAPA 1,11/23/2024,No,Banco,Referido,"1,775,104,500,000",2024-11,,PI,CHI,,,,XI,
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,6/24/2025,No,Banco,Referido,"2,550,000,000,000",2025-6,,PI,CHI,,,,XI,
Agrupación De Vivienda Pamplona I,ETAPA 4,6/22/2025,No,Contado,Banderas y/o señalización,"2,361,000,000,000",2025-6,,PI,CHI,,,,XI,
Agrupacion De Vivienda Payande,,7/9/2025,Si,Banco,Sin Informacion,"1,921,725,000,000",2025-7,,PI,CHI,,,,XI,
Agrupación De Vivienda La Macarena,ETAPA 3,1/31/2025,No,Banco,Referido,"1,537,380,000,000",2025-1,,PI,CHI,,,,XI,
VILLA FIORITA,,4/30/2024,Si,Banco,Sin Informacion,"2,135,250,000,000",2024-4,,PI,CHI,,,,XI,
VILLA MERCEDES EL DORADO,ETAPA 1,6/16/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-6,,PI,CHI,,,,XI,
Agrupación De Vivienda Monguí,ETAPA 2,2/22/2026,No,Banco,Activación,"1,829,678,000,000",2026-2,,PI,CHI,,,,XI,
La Arboleda,ETAPA 2,10/24/2024,No,Banco,Banderas y/o señalización,"1,810,692,000,000",2024-10,2024-10,KAPPA,OMEGA,20 - 35 años,1,1,RHO,X
Agrupación De Vivienda Pamplona I,ETAPA 2,10/11/2024,No,Colsubsidio,Página web ,"1,950,195,000,000",2024-10,2024-10,KAPPA,OMEGA,36 - 45 años,3,2,NU,
VILLA MERCEDES EL DORADO,ETAPA 1,2/14/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-2,2026-2,KAPPA,ETA,Mayor de 55 años,,,IOTA,
Agrupación De Vivienda Pamplona I,ETAPA 2,2/28/2024,No,Banco,Banderas y/o señalización,"1,950,195,000,000",2024-2,2024-2,KAPPA,OMEGA,36 - 45 años,4,1,RHO,
Agrupacion De Vivienda Reserva De Guayacan,ETAPA 1,12/14/2024,No,Banco,Whatsapp,"2,360,000,000,000",2024-12,2024-12,SIGMA,ETA,36 - 45 años,2,1,RHO,X
Agrupación De Vivienda Pamplona I,,1/26/2025,Si,Colsubsidio,Sin Informacion,"2,361,000,000,000",2025-1,2025-1,NU,OMEGA,20 - 35 años,,,RHO,
Los Nogales,1,2/10/2024,Si,Colsubsidio,Sin Informacion,"6,674,000,000,000",2024-2,2024-2,NU,TAU,20 - 35 años,,,RHO,X
Agrupación De Vivienda La Macarena,ETAPA 3,2/13/2024,No,Banco,Banderas y/o señalización,"1,469,800,000,000",2024-2,2024-2,KAPPA,OMEGA,20 - 35 años,,,GAMMA,
Agrupacion De Vivienda Bosque De Arrayan,ETAPA 4,2/8/2024,No,Banco,Banderas y/o señalización,"1,912,300,000,000",2024-2,2024-2,KAPPA,OMEGA,20 - 35 años,3,2,TAU,
Conjunto Residencial Campo Alegre El Dorado,ETAPA 2,12/12/2024,No,Banco,Referido Alcaldía,"1,118,728,650,000",2024-12,2024-12,KAPPA,OMEGA,20 - 35 años,1,1,TAU,
Agrupación De Vivienda Monguí,ETAPA 2,3/14/2026,No,Colsubsidio,Activación,"1,567,060,000,000",2026-3,2026-3,KAPPA,OMEGA,20 a 35 años,1,1,RHO,X
Versalles,ETAPA 1,3/15/2026,No,Colsubsidio,Banderas y/o señalización,"1,987,000,000,000",2026-3,2026-3,SIGMA,ETA,20 a 35 años,1,1,GAMMA,
Agrupación De Vivienda Pamplona I,ETAPA 2,3/8/2026,No,Colsubsidio,Banderas y/o señalización,"1,570,000,000,000",2026-3,2026-3,KAPPA,OMEGA,20 a 35 años,2,2,NU,
Agrupación De Vivienda Pamplona I,ETAPA 1,6/26/2026,No,Banco,Banderas y/o señalización,"2,100,000,000,000",2026-6,2026-6,SIGMA,OMEGA,36 a 45 años,,,NU,
Agrupación De Vivienda Monguí,ETAPA 2,3/1/2026,No,Colsubsidio,Banderas y/o señalización,"1,961,014,000,000",2026-3,2026-3,KAPPA,OMEGA,46 a 55 años,,,TAU,
Los Nogales,ETAPA 2,3/1/2026,No,Banco,CS Unicentro de Occidente,"5,833,200,000,000",2026-3,2026-3,SIGMA,TAU,46 a 55 años,3,,GAMMA,
La Arboleda,ETAPA 2,12/1/2025,No,Colsubsidio,Banderas y/o señalización,"1,655,530,500,000",2025-12,2025-12,KAPPA,OMEGA,20 a 35 años,3,2,GAMMA,
VILLA MERCEDES EL DORADO,ETAPA 1,2/27/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-2,2026-2,SIGMA,OMEGA,20 a 35 años,1,1,TAU,
VERDE ESPERANZA EL DORADO,ETAPA 1,2/10/2026,No,Banco,Banderas y/o señalización,"1,753,000,000,000",2026-2,2026-2,KAPPA,OMEGA,20 a 35 años,2,1,TAU,
Proyecto Karakalí,ETAPA 1,12/15/2024,No,Banco,Banderas y/o señalización,"2,451,267,000,000",2024-12,2024-12,NU,OMEGA,20 - 35 años,,,ALPHA,
Proyecto Karakalí,ETAPA 1,12/10/2024,No,Banco,Referido,"2,451,267,000,000",2024-12,2024-12,SIGMA,TAU,46 - 55 años,3,,ALPHA,
Los Nogales,ETAPA 1,2/10/2024,No,Banco,Valla ,"6,869,106,960,000",2024-2,2024-2,SIGMA,TAU,Mayor de 55 años,1,,RHO,
Agrupacion De Vivienda Bosque De Arrayan,ETAPA 2,1/26/2025,No,Colsubsidio,Banderas y/o señalización,"1,730,691,650,000",2025-1,2025-1,KAPPA,OMEGA,46 - 55 años,3,1,NU,
Agrupación De Vivienda Monguí,ETAPA 1,1/30/2025,No,Banco,Referido,"1,736,670,000,000",2025-1,2025-1,KAPPA,OMEGA,20 - 35 años,,,NU,
Agrupación De Vivienda Pamplona I,ETAPA 5,5/31/2024,No,Banco,Banderas y/o señalización,"2,293,000,000,000",2024-5,2024-5,SIGMA,OMEGA,46 - 55 años,3,2,TAU,
Agrupacion De Vivienda Reserva De Guayacan,ETAPA 1,12/28/2024,No,Banco,Referido,"2,360,000,000,000",2024-12,2024-12,SIGMA,OMEGA,20 - 35 años,1,1,NU,
Agrupacion De Vivienda Reserva De Guayacan,ETAPA 1,12/17/2024,No,Banco,Whatsapp,"2,360,000,000,000",2024-12,2024-12,SIGMA,OMEGA,20 - 35 años,1,,TAU,
VERDE ESPERANZA EL DORADO,ETAPA 1,6/5/2026,No,Banco,Banderas y/o señalización,"1,793,000,000,000",2026-6,2026-6,NU,OMEGA,20 a 35 años,,,GAMMA,
VERDE ESPERANZA EL DORADO,ETAPA 1,3/10/2026,No,Banco,Banderas y/o señalización,"1,753,000,000,000",2026-3,2026-3,KAPPA,OMEGA,20 a 35 años,3,3,GAMMA,
VERDE ESPERANZA EL DORADO,ETAPA 1,3/21/2026,No,Banco,Banderas y/o señalización,"1,753,000,000,000",2026-3,2026-3,NU,OMEGA,36 a 45 años,,,ZETA,
ARAUCARIA,ETAPA 1,12/20/2025,No,Banco,CS Unicentro de Occidente,"6,229,000,000,000",2025-12,2025-12,NU,ETA,36 a 45 años,,,GAMMA,
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,12/21/2025,No,Banco,Valla ,"2,550,000,000,000",2025-12,2025-12,SIGMA,TAU,Mayor de 55 años,1,,RHO,X
ARAUCARIA,ETAPA 1,12/21/2025,No,Banco,Página web ,"9,698,000,000,000",2025-12,2025-12,SIGMA,ETA,36 a 45 años,2,,RHO,X
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,12/1/2025,No,Banco,Redes Sociales,"2,550,000,000,000",2025-12,2025-12,KAPPA,OMEGA,20 a 35 años,3,3,GAMMA,
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,9/1/2025,No,Banco,Página web ,"2,550,000,000,000",2025-9,2025-9,NU,ETA,20 a 35 años,,,TAU,
Agrupacion De Vivienda Bosque De Arrayan,ETAPA 4,9/20/2025,No,Banco,Banderas y/o señalización,"1,941,654,000,000",2025-9,2025-9,SIGMA,OMEGA,20 a 35 años,1,1,NU,
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,8/2/2025,No,Banco,Banderas y/o señalización,"2,550,000,000,000",2025-8,2025-8,SIGMA,TAU,36 a 45 años,1,,RHO,X
Agrupación De Vivienda Monguí,ETAPA 2,9/6/2025,No,Colsubsidio,Banderas y/o señalización,"1,850,301,500,000",2025-9,2025-9,NU,OMEGA,20 a 35 años,,,GAMMA,
Agrupación De Vivienda La Macarena,ETAPA 1,7/12/2024,No,Colsubsidio,Referido,"1,469,000,000,000",2024-7,2024-7,NU,OMEGA,20 - 35 años,,,RHO,X
Agrupacion De Vivienda Bosque De Arrayan,ETAPA 3,11/9/2024,No,Banco,Banderas y/o señalización,"1,909,700,000,000",2024-11,2024-11,NU,OMEGA,20 - 35 años,,,NU,
Versalles,ETAPA 1,11/5/2024,No,Colsubsidio,Referido,"2,110,000,000,000",2024-11,2024-11,SIGMA,OMEGA,46 - 55 años,1,,NU,
La Arboleda,,3/8/2025,Si,Banco,Sin Informacion,"1,783,645,500,000",2025-3,2025-3,SIGMA,OMEGA,36 a 45 años,1,,ZETA,
INARI,ETAPA 1,7/29/2024,No,Banco,Banderas y/o señalización,"2,808,000,000,000",2024-7,2024-7,NU,ETA,20 - 35 años,,,GAMMA,
VILLA FIORITA,ETAPA 3,7/2/2024,No,Banco,Página web ,"2,135,250,000,000",2024-7,2024-7,KAPPA,OMEGA,20 - 35 años,,,TAU,
Conjunto Residencial Campo Alegre El Dorado,ETAPA 2,3/25/2025,No,Colsubsidio,Valla ,"1,184,494,350,000",2025-3,2025-3,KAPPA,OMEGA,20 a 35 años,2,2,TAU,
INARI,1,11/29/2024,Si,Colsubsidio,Sin Informacion,"2,293,000,000,000",2024-11,2024-11,SIGMA,OMEGA,20 - 35 años,2,2,TAU,
Agrupación De Vivienda Pamplona I,ETAPA 4,8/30/2025,No,Banco,Activación,"2,361,000,000,000",2025-8,2025-8,KAPPA,ETA,36 a 45 años,1,,IOTA,
Agrupación De Vivienda Pamplona I,ETAPA 5,7/19/2024,No,Colsubsidio,Redes Sociales,"2,293,000,000,000",2024-7,2024-7,KAPPA,OMEGA,46 - 55 años,,,TAU,
